                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.63193,                0.32477,                0.83007,                0.98678,                 0.9655,                0.98783,                0.90651,                0.44966,                0.33267,                0.79364,               0.001109,               0.001109,               0.001109
                     20,                0.62899,                0.32075,                0.82801,                0.98277,                0.96605,                0.98831,                0.91435,                 0.4464,                0.31416,                0.78883,              0.0010595,              0.0010595,              0.0010595
                     21,                0.63068,                0.32098,                0.82815,                0.97428,                0.97722,                0.99137,                0.91355,                0.44913,                0.33381,                0.78972,                0.00101,                0.00101,                0.00101
                     22,                0.62399,                 0.3186,                0.82863,                0.99776,                0.96213,                0.98722,                0.90999,                0.45571,                0.33048,                0.79069,              0.0009605,              0.0009605,              0.0009605
                     23,                0.62387,                0.31737,                0.82643,                0.99043,                0.96921,                0.98842,                0.91425,                0.44579,                0.30025,                0.79044,               0.000911,               0.000911,               0.000911
                     24,                0.62317,                0.31703,                0.82686,                0.98433,                0.96983,                0.99197,                 0.9205,                 0.4437,                0.31506,                0.79001,              0.0008615,              0.0008615,              0.0008615
                     25,                0.61933,                0.31413,                0.82552,                0.99714,                0.96478,                0.98829,                0.91372,                0.44197,                0.30824,                0.78751,               0.000812,               0.000812,               0.000812
                     26,                0.61516,                0.31323,                0.82423,                 0.9939,                0.96921,                0.99017,                0.91834,                0.44182,                0.28664,                0.78839,              0.0007625,              0.0007625,              0.0007625
                     27,                0.61545,                0.30967,                0.82459,                0.99744,                0.96136,                0.98739,                 0.9148,                0.44454,                0.29689,                0.78948,               0.000713,               0.000713,               0.000713
                     28,                0.61172,                0.30768,                0.82454,                0.99198,                0.96644,                0.98857,                0.91524,                0.44638,                0.30232,                0.78872,              0.0006635,              0.0006635,              0.0006635
                     29,                0.61271,                0.30694,                0.82579,                0.98599,                0.97014,                0.98846,                0.91812,                0.44237,                0.31925,                0.78647,               0.000614,               0.000614,               0.000614
                     30,                0.60897,                0.30365,                0.82559,                0.99176,                0.96983,                0.98755,                0.91818,                0.43717,                0.28995,                0.78641,              0.0005645,              0.0005645,              0.0005645
                     31,                0.60497,                0.30247,                0.82431,                0.98058,                0.97961,                0.98895,                0.92069,                0.43503,                0.28259,                 0.7846,               0.000515,               0.000515,               0.000515
                     32,                0.60124,                0.30138,                0.82208,                0.98677,                 0.9645,                0.98667,                0.91586,                0.43629,                0.30948,                0.78688,              0.0004655,              0.0004655,              0.0004655
                     33,                0.60253,                0.29864,                0.82201,                0.98752,                0.96767,                0.98786,                0.91296,                0.44063,                0.31497,                0.78614,               0.000416,               0.000416,               0.000416
                     34,                 0.5952,                0.29516,                0.82193,                0.98527,                0.96814,                0.98787,                0.91496,                0.44195,                0.31688,                0.78694,              0.0003665,              0.0003665,              0.0003665
                     35,                0.60174,                0.29685,                 0.8239,                0.98647,                0.96798,                0.99046,                0.91775,                0.43707,                 0.2913,                0.78616,               0.000317,               0.000317,               0.000317
                     36,                0.59182,                0.29225,                0.82153,                0.98496,                0.96775,                0.98816,                0.91638,                0.43929,                0.30239,                0.78614,              0.0002675,              0.0002675,              0.0002675
                     37,                0.59136,                0.29001,                0.82083,                0.98225,                0.97093,                 0.9885,                0.91496,                0.44333,                 0.3129,                0.78504,               0.000218,               0.000218,               0.000218
                     38,                0.58471,                0.28707,                0.81996,                0.98136,                0.97243,                0.98813,                0.91714,                0.43498,                 0.3025,                0.78393,              0.0001685,              0.0001685,              0.0001685
                     39,                0.58499,                0.28598,                0.82153,                0.98772,                0.96576,                0.98729,                0.91826,                 0.4353,                0.30078,                0.78533,               0.000119,               0.000119,               0.000119
