                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.3285,                0.54886,                0.78901,                0.69333,                0.58607,                0.67068,                0.30514,                 1.6157,                0.86407,                0.79325,               0.001208,               0.001208,               0.001208
                     18,                 1.3361,                0.55685,                0.79068,                0.71833,                0.59062,                0.65629,                0.28784,                 1.6665,                0.91027,                0.79679,              0.0011585,              0.0011585,              0.0011585
                     19,                 1.3301,                0.55577,                0.78917,                0.66305,                0.59103,                0.65821,                0.29027,                 1.6488,                0.87845,                0.79821,               0.001109,               0.001109,               0.001109
                     20,                 1.3106,                  0.549,                0.78693,                0.71156,                0.59472,                0.67233,                0.28897,                 1.6447,                0.89291,                0.79426,              0.0010595,              0.0010595,              0.0010595
                     21,                 1.3145,                0.54982,                0.78505,                0.65458,                0.57885,                0.64677,                  0.284,                 1.6289,                0.92088,                0.79488,                0.00101,                0.00101,                0.00101
                     22,                 1.3171,                0.54506,                 0.7859,                0.71352,                0.56965,                0.67512,                 0.3019,                 1.6436,                0.80638,                0.79621,              0.0009605,              0.0009605,              0.0009605
                     23,                 1.3214,                0.55048,                0.78625,                0.68637,                 0.5996,                0.66731,                0.29662,                 1.6161,                0.89443,                0.79446,               0.000911,               0.000911,               0.000911
                     24,                 1.2963,                0.54434,                0.78457,                0.65001,                0.57675,                0.63452,                0.28422,                 1.6662,                0.91236,                0.79635,              0.0008615,              0.0008615,              0.0008615
                     25,                  1.292,                0.53954,                0.78372,                0.67407,                0.59627,                0.67183,                0.30108,                 1.6036,                0.84329,                0.79182,               0.000812,               0.000812,               0.000812
                     26,                 1.2823,                0.53652,                0.78546,                0.71277,                0.55568,                0.66649,                0.30717,                 1.5857,                0.81592,                0.79163,              0.0007625,              0.0007625,              0.0007625
                     27,                  1.307,                0.54239,                0.78622,                0.69634,                0.59894,                0.67286,                0.30471,                  1.638,                0.93551,                0.79455,               0.000713,               0.000713,               0.000713
                     28,                 1.2858,                 0.5344,                0.78689,                0.68487,                0.57697,                0.64483,                0.28725,                 1.6132,                0.91305,                0.79362,              0.0006635,              0.0006635,              0.0006635
                     29,                 1.2643,                0.52696,                0.78797,                0.72509,                0.55349,                0.66036,                0.29576,                 1.6375,                0.84947,                0.79439,               0.000614,               0.000614,               0.000614
                     30,                 1.3065,                0.54375,                0.78507,                0.80945,                0.54858,                0.68324,                0.30753,                 1.6225,                0.82993,                0.79254,              0.0005645,              0.0005645,              0.0005645
                     31,                 1.2852,                0.53238,                0.78541,                0.71747,                0.56559,                0.66082,                0.29926,                 1.5933,                0.88725,                0.79208,               0.000515,               0.000515,               0.000515
                     32,                 1.2709,                0.52548,                 0.7858,                0.69214,                0.60004,                0.67868,                0.30932,                 1.5842,                0.86433,                0.79215,              0.0004655,              0.0004655,              0.0004655
                     33,                 1.2921,                0.53795,                0.78141,                 0.7129,                0.56455,                0.67252,                0.30676,                 1.5866,                0.87057,                0.79277,               0.000416,               0.000416,               0.000416
                     34,                 1.2641,                0.52285,                0.78519,                0.71466,                0.57615,                0.67103,                0.30323,                  1.596,                0.88182,                0.79336,              0.0003665,              0.0003665,              0.0003665
                     35,                 1.2613,                0.52119,                0.78437,                0.71192,                0.57505,                0.67457,                0.30691,                 1.5779,                0.89137,                0.79074,               0.000317,               0.000317,               0.000317
                     36,                 1.2817,                0.52939,                0.78467,                0.73504,                0.57431,                0.69113,                0.31292,                  1.577,                0.87469,                0.79189,              0.0002675,              0.0002675,              0.0002675
                     37,                 1.2791,                0.52131,                0.78537,                0.70953,                0.57815,                0.67604,                0.31132,                 1.5466,                0.88959,                0.79024,               0.000218,               0.000218,               0.000218
                     38,                  1.244,                 0.5109,                0.78518,                0.69915,                0.58585,                0.67315,                0.30519,                 1.5766,                0.87746,                0.79123,              0.0001685,              0.0001685,              0.0001685
                     39,                  1.242,                0.51665,                0.78596,                0.68639,                0.59206,                0.67305,                0.30879,                 1.5637,                0.86761,                0.79063,               0.000119,               0.000119,               0.000119
